State	Date	Action Taken
Texas	2021/3/3	 On Tuesday, March 2, Gov. Greg Abbott (R) issued an order ending the statewide mask mandate and allowing all businesses to open at 100% capacity beginning March 10. If COVID-19 hospitalizations get above 15% of hospital bed capacity in any of the state’s 22 hospital regions for seven consecutive days, then a county judge may impose some restrictions. Those restrictions cannot include capacity limits below 50%, however. The order also prohibits jurisdictions from penalizing people for not wearing face coverings.
Texas	2021/3/10	 On Tuesday, March 2, Gov. Greg Abbott (R) issued an order ending the statewide mask mandate and allowing all businesses to open at 100% capacity beginning March 10. If COVID-19 hospitalizations exceed 15% of hospital bed capacity in any of the state’s 22 hospital regions for seven consecutive days, then a county judge may impose some restrictions. Those restrictions cannot include capacity limits below 50%. The order also prohibits jurisdictions from penalizing people for not wearing face coverings.
Texas	2021/3/11	 On Wednesday, March 10, the Department of State Health Services announced that residents 50 and older will become eligible to receive a coronavirus vaccine on March 15.
Texas	2021/3/12	 On Thursday, March 11, Attorney General Ken Paxton (R) announced he was suing Travis County and the City of Austin for continuing to enforce mask mandates. Gov. Greg Abbott (R) lifted the statewide mask mandate March 10.
Texas	2021/3/15	 Residents age 50 and older are eligible to receive a coronavirus vaccine starting March 15.
Texas	2021/3/23	 On Tuesday, March 23, the Texas Department of State Health Services announced that residents 16 and older will become eligible to receive a coronavirus vaccine March 29.
Texas	2021/3/29	 All residents 16 and older are eligible to receive a coronavirus vaccine March 29.
Texas	2021/3/31	 On Tuesday, March 30, Gov. Greg Abbott (R) announced a COVID-19 Rapid Testing Program for youth summer camps licensed by the Texas Department of State Health Services. The program will provide staff and campers with rapid antigen tests.
Texas	2021/4/6	 On Monday, April 5, Gov. Greg Abbott (R) prohibited government agencies, businesses, and institutions that receive state funding from requiring people to show proof they’ve received a coronavirus vaccine.
Texas	2021/4/14	 On Tuesday, April 13, the Texas Senate approved two measures that would limit the governor’s power to issue state of emergency declarations. The Senate voted 30-1 to pass Senate Bill 1025, which would limit emergencies to 30 days unless extended by the legislature. The bill would also prohibit governors from issuing orders that close businesses or impose occupancy limits unless first debated and approved by the legislature. The Senate also voted 30-1 to approve Senate Joint Resolution 45, which would amend the state Constitution to allow the changes in Senate Bill 1025 to take effect. Both bills now go to the House. If the House approves both bills, Senate Joint Resolution 45 will go on the ballot, and Senate Bill 1025 will only take effect if a majority of voters approved the measure.
Texas	2021/5/6	 On Wednesday, May 5, Gov. Greg Abbott (R) extended the statewide coronavirus emergency through May.
Texas	2021/5/13	 On Wednesday, May 12, Gov. Greg Abbott (R) signed House Bill 1024, which makes permanent a waiver issued in March 2020 allowing restaurants and bars to sell beer, wine, and mixed-drinks in to-go orders.
Texas	2021/5/18	 On Monday, May 17, Gov. Greg Abbott (R) announced the state would end its participation in federal pandemic unemployment programs on June 26, 2021.
Texas	2021/5/27	 On Wednesday, May 26, Gov. Greg Abbott (R) announced that groups of five or more people can now participate in the State Mobile Vaccine Program. Under the program, groups of people can call the state vaccine hotline and schedule a mobile vaccine clinic. Previously, the program had been available only to organizations with 20 or more employees.
Texas	2021/6/2	 On Monday, May 31, Gov. Greg Abbott (R) announced that Texas will end its participation in federal pandemic unemployment programs on June 26.
Texas	2021/6/7	 On Monday, June 7, Gov. Greg Abbott (R) extended the statewide COVID-19 disaster emergency through June.
Texas	2021/6/8	 On Monday, June 7, Gov. Greg Abbott (R) signed a bill prohibiting state and local government agencies from issuing COVID-19 documentation that could be used to verify a person’s vaccination status. The bill also prohibits government agencies and businesses from requiring proof of vaccination to receive services or enter the premises. Abbott previously issued an executive order prohibiting state agencies and businesses that receive state funding from requiring proof of vaccination.
Texas	2021/6/16	 On Tuesday, June 15, Gov. Greg Abbott (R) signedHouse Bill 1239. The bill prohibits state and local government officials or agencies from closing houses of worship during a state of emergency. The Senate passed the bill 28-3, while the House passed the bill 113-30.
Texas	2021/6/28	 The state stopped participating in pandemic-related federal unemployment benefit programs June 26. Gov. Greg Abbott (R) made the announcement May 17.
Texas	2021/6/29	 On Monday, June 28, Gov. Greg Abbott (R) announced he was allocating $94.6 million in federal COVID-19 CARES Act funds to the Higher Education Coordinating Board. The Board will use the money to increase student enrollment and help colleges and universities expand or start programs in fields experiencing labor shortages, including healthcare and logistics.
Texas	2021/7/2	 On Thursday, July 1, Gov. Greg Abbott (R) extended the statewide COVID-19 disaster emergency through the end of the month.
Utah	2020/4/30	 Gov. Gary Herbert (R) issued an executive order placing the state under “moderate risk” protocols beginning at midnight on May 1. Gyms, salons, and other personal care businesses will be allowed to reopen. Restaurants may resume dine-in services modified to follow hygiene standards and social distancing guidelines. Utah is a Republican trifecta.
Utah	2020/5/21	 Gov. Gary Herbert (R) announced that Utah would advance to the third phase of the state’s reopening plan. Utah Leads Together 3.0 will focus on protecting high-risk individuals and minority communities. The color-coded reopening plan for jurisdictions adopted in Utah Leads Together 1.0—high (red), moderate (orange), low (yellow), and new normal (green)—will continue in the latest version. On Saturday, May 16, much of the state moved from the orange phase to the yellow phase, allowing for fewer restrictions on businesses and individuals. Three counties and three cities remain in the orange phase. Herbert did not give a timeline for when parts of the state can move to green, the phase with the fewest restrictions.
Utah	2020/5/28	 Gov. Gary Herbert (R) released updated guidelines for parts of the state that have moved into the low-risk phase (or yellow phase) of the reopening plan. The new order clarifies that businesses in counties moved to the low-risk phase can operate, so long as they adhere to social distancing and sanitation guidelines. The order states that people should avoid non-essential travel to areas with high infection rates. Additionally, the order provides new guidance for K-12 education and higher education.
